"","title","artist","year","id","lang"
"915","Sweetest Pie","Megan Thee Stallion and Dua Lipa",2022,"7507324","en"
"916","Bam Bam","Camila Cabello ",2022,"7727481","en"
"917","Buy Dirt","Jordan Davis ",2022,"6774548","en"
"918","Never Say Never","Cole Swindell / Lainey Wilson",2022,"7402064","en"
"919","Fancy Like","Walker Hayes",2022,"6784918","en"
"920","AA","Walker Hayes",2022,"7403551","en"
"921","Surface Pressure","Jessica Darrow",2022,"7406120","en"
"922","Sand In My Boots","Morgan Wallen",2022,"6160128","en"
"923","Drunk (And I Don't Wanna Go Home)","Elle King and Miranda Lambert",2022,"6521878","en"
"924","Beers On Me","Dierks Bentley and BRELAND and HARDY",2022,"7048770","en"
"925","She's All I Wanna Be","Tate McRae",2022,"6820454","en"
"926","Love Nwantiti (Ah Ah Ah)","CKay",2022,"5678479","en"
"927","Numb Little Bug","Em Beihold",2022,"7174580","en"
"928","Boyfriend","Dove Cameron",2022,"7504987","en"
"929","Wasted On You","Morgan Wallen",2022,"5635390","en"
"930","23","Sam Hunt",2022,"5783783","en"
"931","Ahhh Ha","Lil Durk",2022,"7658565","en"
"932","Circles Around This Town","Maren Morris",2022,"7554562","en"
"933","Peru","Fireboy DML and Ed Sheeran",2022,"8451026","en"
"934","To The Moon!","JNR CHOI and Sam Tompkins",2022,"7504918","en"
"935","Slow Down Summer","Thomas Rhett",2022,"7354715","en"
"936","Thinking With My Dick","Kevin Gates ",2022,"190805","en"
"937","Broadway Girls","Lil Durk ",2022,"7254908","en"
"938","We Go Up","Nicki Minaj and Fivio Foreign",2022,"7816225","en"
"939","Make Up Sex","Machine Gun Kelly and blackbear",2022,"7797053","en"
"940","The Family Madrigal","Stephanie Beatriz and Olga Merediz and Encanto Cast",2022,"7371675","en"
"941","Heart On Fire","Eric Church",2022,"6422974","en"
"942","To Be Loved By You","Parker McCollum",2022,"6330816","en"
"943","Handsomer","Russ ",2022,"7648969","en"
"944","If I Was A Cowboy","Miranda Lambert",2022,"7287751","en"
"945","Me Or Sum","Nardo Wick and Lil Baby and Future",2022,"7600345","en"
"946","Never Wanted To Be That Girl","Carly Pearce and Ashley McBryde",2022,"7071819","en"
"947","Maybe","Machine Gun Kelly and Bring Me The Horizon",2022,"7741955","en"
"948","Do We Have A Problem?","Nicki Minaj and Lil Baby",2022,"7622586","en"
"949","Nail Tech","Jack Harlow",2022,"7707254","en"
"950","Flower Shops","ERNEST ",2022,"7092881","en"
"951","Rumors","Gucci Mane ",2022,"7630490","en"
"952","What Else Can I Do?","Diane Guerrero and Stephanie Beatriz",2022,"7406122","en"
"953","Over","Lucky Daye",2022,"7051450","en"
"954","Tom's Diner","AnnenMayKantereit and Giant Rooks",2022,"4662115","en"
"955","P Power","Gunna ",2022,"7231233","en"
"956","Chaotic","Tate McRae",2022,"7705468","en"
"957","Give Heaven Some Hell","HARDY",2022,"5798344","en"
"958","Banking On Me","Gunna",2022,"7531039","en"
"959","Petty Too","Lil Durk ",2022,"7781366","en"
"960","Emo Girl","Machine Gun Kelly and WILLOW",2022,"7762152","en"
"961","High","The Chainsmokers",2022,"7563883","en"
"962","Pressure","Ari Lennox",2022,"7178879","en"
"963","Blick Blick!","Coi Leray and Nicki Minaj",2022,"7507324","en"
"964","Ay!","Machine Gun Kelly and Lil Wayne",2022,"7303146","en"
"965","I Love You So","The Walters",2022,"2437107","en"
"966","Half Of My Hometown","Kelsea Ballerini ",2022,"5302365","en"
"967","Bones","Imagine Dragons",2022,"7781796","en"
"968","By Your Side","Rod Wave",2022,"7392240","en"
"969","Trouble With A Heartbreak","Jason Aldean",2022,"7238462","en"
"970","No Interviews","Lil Durk",2022,"7782087","en"
"971","Closer","Saweetie ",2022,"7635895","en"
"972","Come Back As A Country Boy","Blake Shelton",2022,"7246757","en"
"973","She Likes It","Russell Dickerson and Jake Scott",2022,"7356135","en"
"974","Money So Big","Yeat",2022,"7154576","en"
"975","As It Was","Harry Styles",2022,"7844309","en"
"976","First Class","Jack Harlow",2022,"7857574","en"
"977","About Damn Time","Lizzo",2022,"7823996","en"
"978","Wait For U","Future ",2022,"7945037","en"
"979","Jimmy Cooks","Drake ",2022,"8110900","en"
"980","Running Up That Hill (A Deal With God)","Kate Bush",2022,"344944","en"
"981","Break My Soul","Beyonce",2022,"8122123","en"
"982","Heat Waves","Glass Animals",2022,"5318313","en"
"983","Glimpse Of Us","Joji",2022,"8078287","en"
"984","Big Energy","Latto",2022,"7194975","en"
"985","The Kind Of Love We Make","Luke Combs",2022,"7256253","en"
"986","Wasted On You","Morgan Wallen",2022,"5635390","en"
"987","Stay","The Kid LAROI and Justin Bieber",2022,"7457331","en"
"988","I Like You (A Happier Song)","Post Malone ",2022,"7933156","en"
"989","Sticky","Drake",2022,"8110888","en"
"990","Late Night Talking","Harry Styles",2022,"7910627","en"
"991","Numb Little Bug","Em Beihold",2022,"7174580","en"
"992","Boyfriend","Dove Cameron",2022,"7504987","en"
"993","Ghost","Justin Bieber",2022,"6576448","en"
"994","Left And Right","Charlie Puth ",2022,"7317908","en"
"995","Get Into It (Yuh)","Doja Cat",2022,"6897817","en"
"996","Sunroof","Nicky Youre and dazy",2022,"8290188","en"
"997","Bad Habits","Ed Sheeran",2022,"6820606","en"
"998","Cold Heart (PNAU Remix)","Elton John and Dua Lipa",2022,"7096046","en"
"999","Woman","Doja Cat",2022,"6897815","en"
"1000","Shivers","Ed Sheeran",2022,"7120797","en"
"1001","Like I Love Country Music","Kane Brown",2022,"7949932","en"
"1002","Super Gremlin","Kodak Black",2022,"7341862","en"
"1003","Vegas","Doja Cat",2022,"7909890","en"
"1004","Take My Name","Parmalee",2022,"6992225","en"
"1005","You Proof","Morgan Wallen",2022,"7041374","en"
"1006","Thats What I Want","Lil Nas X",2022,"7105950","en"
"1007","She Had Me At Heads Carolina","Cole Swindell",2022,"7666795","en"
"1008","Something In The Orange","Zach Bryan",2022,"7742475","en"
"1009","Sweetest Pie","Megan Thee Stallion and Dua Lipa",2022,"7507324","en"
"1010","Damn Strait","Scotty McCreery",2022,"7038804","en"
"1011","Trouble With A Heartbreak","Jason Aldean",2022,"7238462","en"
"1012","Massive","Drake",2022,"8110892","en"
"1013","Thousand Miles","The Kid LAROI",2022,"6435789","en"
"1014","Fall In Love","Bailey Zimmerman",2022,"7692581","en"
"1015","Bam Bam","Camila Cabello ",2022,"7727481","en"
"1016","2step","Ed Sheeran ",2022,"7120781","en"
"1017","In A Minute","Lil Baby",2022,"7843813","en"
"1018","Hold My Hand","Lady Gaga",2022,"7689005","en"
"1019","Puffin On Zootiez","Future",2022,"7418183","en"
"1020","Cooped Up","Post Malone ",2022,"7933125","en"
"1021","Sleazy Flow","SleazyWorld Go ",2022,"7782226","en"
"1022","What Happened To Virgil","Lil Durk ",2022,"7659291","en"
"1023","When You're Gone","Shawn Mendes",2022,"7800414","en"
"1024","Carolina","Taylor Swift",2022,"7823793","en"
"1025","Rock And A Hard Place","Bailey Zimmerman",2022,"8089267","en"
"1026","I Ain't Worried","OneRepublic",2022,"7967836","en"
"1027","5 Foot 9","Tyler Hubbard",2022,"8008255","en"
"1028","Falling Back","Drake",2022,"8110883","en"
"1029","Silent Hill","Kendrick Lamar and Kodak Black",2022,"8115694","en"
"1030","Tomorrow Me","Luke Combs",2022,"5563513","en"
"1031","Late To Da Party (F*CK BET)","Lil Nas X and Youngboy Never Broke Again",2022,"8194466","en"
"1032","To The Moon!","JNR CHOI and Sam Tompkins",2022,"7504918","en"
"1033","Flower Shops","ERNEST ",2022,"7092881","en"
"1034","Ghost Story","Carrie Underwood",2022,"7801445","en"
"1035","From The D 2 The LBC","Eminem and Snoop Dogg",2022,"7391945","en"
"1036","Hotel Lobby (Unc And Phew)","Quavo and Takeoff",2022,"8687863","en"
"1037","Last Night Lonely","Jon Pardi",2022,"7682515","en"
"1038","Call Me Everyday","Chris Brown ",2022,"8078949","en"
"1039","7500 OBO","Tim McGraw",2022,"5752029","en"
"1040","Psychic","Chris Brown ",2022,"8047423","en"
"1041","WE (Warm Embrace)","Chris Brown",2022,"6739137","en"
"1042","Thought You Should Know","Morgan Wallen",2022,"6839669","en"
"1043","Cash In Cash Out","Pharrell Williams ",2022,"8036634","en"
"1044","U-Digg","Lil Baby and 42 Dugg and Veeze",2022,"8112887","en"
"1045","Circles Around This Town","Maren Morris",2022,"7554562","en"
"1046","Love Me More","Sam Smith",2022,"7864555","en"
"1047","So Good","Halsey",2022,"8028290","en"
"1048","New Truck","Dylan Scott",2022,"7010982","en"
"1049","F.N.F. (Let's Go)","Hitkidd and GloRilla",2022,"8216392","en"
"1050","Wild As Her","Corey Kent",2022,"7764096","en"
"1051","Right On","Lil Baby",2022,"7446821","en"
"1052","Burglars & Murderers","Lil Durk ",2022,"7789943","en"
"1053","Addicted","Chris Brown ",2022,"8054227","en"
"1054","She Likes It","Russell Dickerson and Jake Scott",2022,"7356135","en"
"1055","Texts Go Green","Drake",2022,"8110884","en"
"1056","Did Shit To Me","Lil Durk ",2022,"8118188","en"
"1057","Music For A Sushi Restaurant","Harry Styles",2022,"8017369","en"
"1058","Possessive","Chris Brown ",2022,"8078947","en"
"1059","Die Young","Sleepy Hallow ",2022,"8021111","en"
"1060","Plan B","Megan Thee Stallion",2022,"7913677","en"
"1061","Bad Habit","Steve Lacy",2022,"8145689","en"
"1062","As It Was","Harry Styles",2022,"7844309","en"
"1063","Unholy","Sam Smith and Kim Petras",2022,"8428938","en"
"1064","I Like You (A Happier Song)","Post Malone ",2022,"7933156","en"
"1065","Sunroof","Nicky Youre and dazy",2022,"8290188","en"
"1066","Super Freaky Girl","Nicki Minaj",2022,"8195634","en"
"1067","I Ain't Worried","OneRepublic",2022,"7967836","en"
"1068","You Proof","Morgan Wallen",2022,"7041374","en"
"1069","Tomorrow 2","GloRilla and Cardi B",2022,"8407657","en"
"1070","About Damn Time","Lizzo",2022,"7823996","en"
"1071","The Kind Of Love We Make","Luke Combs",2022,"7256253","en"
"1072","Wait For U","Future ",2022,"7945037","en"
"1073","Late Night Talking","Harry Styles",2022,"7910627","en"
"1074","Vegas","Doja Cat",2022,"7909890","en"
"1075","Wasted On You","Morgan Wallen",2022,"5635390","en"
"1076","She Had Me At Heads Carolina","Cole Swindell",2022,"7666795","en"
"1077","Heat Waves","Glass Animals",2022,"5318313","en"
"1078","Jimmy Cooks","Drake ",2022,"8110900","en"
"1079","I'm Good (Blue)","David Guetta and Bebe Rexha",2022,"8674427","en"
"1080","5 Foot 9","Tyler Hubbard",2022,"8008255","en"
"1081","Something In The Orange","Zach Bryan",2022,"7742475","en"
"1082","First Class","Jack Harlow",2022,"7857574","en"
"1083","Under The Influence","Chris Brown",2022,"4906284","en"
"1084","Running Up That Hill (A Deal With God)","Kate Bush",2022,"344944","en"
"1085","Hold Me Closer","Elton John and Britney Spears",2022,"8523551","en"
"1086","Glimpse Of Us","Joji",2022,"8078287","en"
"1087","Rock And A Hard Place","Bailey Zimmerman",2022,"8089267","en"
"1088","Fall In Love","Bailey Zimmerman",2022,"7692581","en"
"1089","Son Of A Sinner","Jelly Roll",2022,"7195408","en"
"1090","Star Walkin' (League Of Legends Worlds Anthem)","Lil Nas X",2022,"7970911","en"
"1091","Unstoppable","Sia",2022,"2404936","en"
"1092","Betty (Get Money)","Yung Gravy",2022,"7507411","en"
"1093","Romantic Homicide","d4vd",2022,"8214933","en"
"1094","Big Energy","Latto",2022,"7194975","en"
"1095","Thank God","Kane Brown With Katelyn Brown",2022,"8631841","en"
"1096","Break My Soul","Beyonce",2022,"8122123","en"
"1097","In A Minute","Lil Baby",2022,"7843813","en"
"1098","Die For You","The Weeknd",2022,"2911557","en"
"1099","Staying Alive","DJ Khaled ",2022,"8245178","en"
"1100","Left And Right","Charlie Puth ",2022,"7317908","en"
"1101","F.N.F. (Let's Go)","Hitkidd and GloRilla",2022,"8216392","en"
"1102","Whiskey On You","Nate Smith",2022,"7973163","en"
"1103","What My World Spins Around","Jordan Davis",2022,"8040853","en"
"1104","Last Last","Burna Boy",2022,"7989684","en"
"1105","Free Mind","Tems",2022,"5991686","en"
"1106","Bones","Imagine Dragons",2022,"7781796","en"
"1107","Victoria's Secret","Jax",2022,"8151112","en"
"1108","Evergreen","Omar Apollo",2022,"7829854","en"
"1109","Cuff It","Beyonce",2022,"8219830","en"
"1110","Wishful Drinking","Ingrid Andress With Sam Hunt",2022,"7079949","en"
"1111","Last Night Lonely","Jon Pardi",2022,"7682515","en"
"1112","Until I Found You","Stephen Sanchez",2022,"7951332","en"
"1113","2 Be Loved (Am I Ready)","Lizzo",2022,"8029110","en"
"1114","Don't Come Lookin'","Jackson Dean",2022,"6898143","en"
"1115","Golden Hour","JVKE",2022,"8192862","en"
"1116","Sleazy Flow","SleazyWorld Go ",2022,"7782226","en"
"1117","Billie Eilish.","Armani White",2022,"7755842","en"
"1118","Freestyle","Lil Baby",2022,"3323308","en"
"1119","Half Of Me","Thomas Rhett ",2022,"7590228","en"
"1120","Ghost Story","Carrie Underwood",2022,"7801445","en"
"1121","All Mine","Brent Faiyaz",2022,"8114229","en"
"1122","Put It On Me","YoungBoy Never Broke Again",2022,"8360730","en"
"1123","Truth About You","Mitchell Tenpenny",2022,"7055201","en"
"1124","Music For A Sushi Restaurant","Harry Styles",2022,"8017369","en"
"1125","Dah Dah DahDah","Nardo Wick",2022,"8113427","en"
"1126","She Likes It","Russell Dickerson and Jake Scott",2022,"7356135","en"
"1127","So Good","Halsey",2022,"8028290","en"
"1128","Static","Steve Lacy",2022,"8149517","en"
"1129","Dark Red","Steve Lacy",2022,"2996381","en"
"1130","Calm Down","Rema and Selena Gomez",2022,"8329630","en"
"1131","Pick Me Up","Gabby Barrett",2022,"7356892","en"
"1132","Wait In The Truck","HARDY ",2022,"8328601","en"
"1133","Country On","Luke Bryan",2022,"8153442","en"
"1134","Wild As Her","Corey Kent",2022,"7764096","en"
"1135","Soul","Lee Brice",2022,"5968690","en"
"1136","Pink Venom","BLACKPINK",2022,"8274559","en"
"1137","Good Love","City Girls and Usher",2022,"8160287","en"
"1138","With A Woman You Love","Justin Moore",2022,"7249393","en"
"1139","Snap","Rosa Linn",2022,"7790188","en"
"1140","Like I Love Country Music","Kane Brown",2022,"7949932","en"
"1141","Mary On A Cross","Ghost",2022,"4864844","en"
"1142","Talk","Yeat",2022,"8106473","en"
"1143","Detox","Lil Baby",2022,"8300663","en"
"1144","Out In The Middle","Zac Brown Band",2022,"6987960","en"
"1145","Blow","Moneybagg Yo",2022,"8401470","en"
"1146","World's Smallest Violin","AJR",2022,"6454387","en"
"1147","Oklahoma Smoke Show","Zach Bryan",2022,"8180938","en"
"1148","Down Home","Jimmie Allen",2022,"7776422","en"
